0.68056	0.860213	0.747868	0.027123	0.086651	B
0.524873	0.81589	0.823851	0.007402	0.249395	B
0.534486	0.790466	0.904416	0.032468	0.243334	B
0.529324	0.79377	0.640448	0.008531	0.169062	A
0.489903	0.872925	0.767341	0.031786	0.229746	B
0.566682	0.662388	0.68754	0.042468	0.128625	A
0.430996	0.737236	0.619702	0.009074	0.310862	A
0.537712	0.553042	0.441772	0.026725	0.304459	A
0.664107	0.85139	0.898689	0.022422	0.29255	B
0.465901	0.779093	0.783887	0.026351	0.68541	B
0.420737	0.835083	0.728522	0.025544	0.115776	A
0.392993	0.85599	0.693394	0.005606	0.228451	B
0.460481	0.861928	0.717831	0.027059	0.052631	B
0.431705	0.87903	0.687794	0.042088	0.191372	B
0.597845	0.979594	0.797887	0.087263	0.197476	B
0.468611	0.792641	0.787833	0.014999	0.21694	B
0.608878	0.763579	0.75805	0.008171	0.239748	B
0.418221	0.804223	0.631411	0.004257	0.367235	A
0.49158	0.776291	0.741504	0.006732	0.253593	A
0.583457	0.872172	0.685376	0.003601	0.144518	B
0.166914	0.776249	0.580247	0.002345	0.311232	A
0.551003	0.662848	0.509609	0.009686	0.261987	A
0.382799	0.824922	0.767087	0.037793	0.011952	B
0.449706	0.748442	0.657757	0.004921	0.187146	A
0.464546	0.84838	0.727759	0.060395	0.288979	B
0.566553	0.82835	0.717704	0.014169	0.201872	A
0.39609	0.606063	0.698485	0.000104	0.001067	A
0.524485	0.691114	0.733741	0.01401	0.256168	A
0.567714	0.780682	0.795087	0.006842	0.265416	A
0.525582	0.782438	0.657503	0.004004	0.734569	A
0.665656	0.800502	0.646557	0.002467	0.411613	A
0.510356	0.564625	0.477663	0.034227	0.305043	A
0.624944	0.980096	1	0.239586	0.16347	B
0.354862	0.807485	0.733868	0.015803	0.188882	B
0.633202	0.916789	0.73985	0.054905	0.232207	B
0.555778	0.942003	0.822324	0.065209	0.167468	B
0.28847	0.693038	0.643757	0.004393	0.176304	A

