0.752371	0.847543	0.812651	0.031461	0.202086	B
0.516937	0.82074	0.648594	0.013641	0.241513	A
0.395187	0.677859	0.628357	0.003668	0.133932	A
0.61333	0.875099	0.813669	0.036943	0.175991	B
0.388606	0.655614	0.420644	0.003058	0.495376	A
0.606684	0.630023	0.716431	0.007048	0.172349	A
0.294083	0.673636	0.623266	0.000186	0.090407	A
0.649268	0.824462	0.741377	0.011175	0.255272	B
0.558294	0.715701	0.665903	0.007138	0.426937	A
0.703336	0.889024	0.754232	0.023092	0.217723	B
0.612556	0.839013	0.855543	0.032866	0.127245	B
0.520098	0.767175	0.830979	0.006674	0.28094	A
0.511839	0.931591	0.828688	0.233063	0.172135	B
0.535906	0.864269	0.759196	0.026096	0.173473	B
0.381186	0.733305	0.328624	0.001439	0.208304	A
0.508678	0.636212	0	0.003595	0.185894	A
0.476547	0.65967	0.585465	0.016099	0.092712	A
0.438996	0.867782	0.845234	0.041725	0.191158	B
0.58578	0.852645	0.889016	0.024581	0.25419	B
0.563714	0.713987	0.919817	0.07049	0.154435	B
0	0.562743	0.577701	0.012124	0.111195	A
0.506355	0.876396	0.831106	0.041182	1	B
0.776373	0.877775	0.84727	0.028008	0.164936	B
0.495645	0.754338	0.752832	0.012315	0.111223	A
0.32273	0.298181	0.614738	0.00834	0.28047	A
0.388928	0.829981	0.743159	0.021015	0.605219	B
0.576682	0.7719	0.722031	0.004567	0.1879	A
0.459255	0.764708	0.739086	0.004463	0.253863	A
0.460417	0.745808	0.70714	0.004373	0.220469	A
0.363314	0.729584	0.642103	0.00289	0.151276	B
0.419575	0.700439	0.628102	0.007321	0.204291	A
0.453061	0.887978	0.762887	0.032871	0.2199	B
0.426673	0.790341	0.628739	0.004805	0.192283	A
0.418414	0.836964	0.725468	0.037758	0.20432	B
0.414801	0.741459	0.673794	0.001933	0.151888	A
0.262275	0.712105	0.4951	0.003909	0.166999	A
0.479515	0.859544	0.806033	0	0.150949	B
0.334215	0.587205	0.743923	0.06509	0.290643	A
1	0.828225	0.712995	0.888148	0.259384	B
0.586748	0.916789	0.822833	0.052084	0.318958	B
0.579134	0.763412	0.671249	0.009544	0.291881	A
0.501194	0.777964	0.713631	0.006091	0.243989	A
0.1453	0.341418	0.240804	0.004434	0.12972	A
0.43706	0.870291	0.705358	0.01549	0.130944	B
0.355249	0.648212	0.555301	0.002942	0.90733	A
0.452223	0.758394	0.877689	0.022381	0.218064	B
0.459062	0.760109	0.751814	0.020461	0.219089	A
0.485773	0.813381	0.723813	0.008668	0.26341	B
0.562746	0.847042	0.893216	0.087814	0.277781	B
0.360862	0.698265	0.659412	0.017379	0.138229	A
0.607588	0.896592	0.809215	0.03093	0.228394	B
0.587715	0.847627	0.782869	0.026319	0.158689	B
0.242596	0.498725	0.505536	0.003862	0.287869	A
0.597329	0.742379	0.675576	0.005133	0.112362	A
0.625008	0.923312	0.880743	0.056016	0.168151	B
0.684367	0.977713	0.934072	0.183056	0.158874	B
0.422285	0.785867	0.5273	0.004933	0	A
0.534228	0.808488	0.70434	0.008662	0.088501	B
0.72024	0.847836	0.721777	0.033507	0.173529	B
0.346474	0.682166	0.335497	0.010081	0.23198	A
0.544035	0.962367	0.878325	0.416909	0.120486	B
0.519259	0.780849	0.655212	0.002342	0.112419	A
0.304278	0.754296	0.462136	0.003796	0.176091	A
0.477321	0.688647	0.779432	0.024804	0.129208	A
0.584231	0.830525	0.697722	0.014906	0.226943	A
0.457062	0.843947	0.75105	0.024462	0.059759	B
0.631073	0.766214	0.631921	0.005928	0.158163	A
0.450932	0.857203	0.632684	0.009614	0.383185	B
0.506807	0.761238	0.303806	0.003607	0.420791	A
0.53055	0.826594	0.854906	0.079196	0.374975	B
0.63688	0.880577	0.764541	0.048657	0.201574	B
0.376153	0.771524	0.599593	0.001805	0.069392	A
0.352603	0.716914	0.647448	0.053547	0.155061	B
0.376605	0.734978	0.616648	0.012556	0.249737	A
0.59178	0.842107	0.878834	0.081529	0.120586	B
0.287631	0.595233	0.620466	0.003064	0.337042	A
0.444287	0.84838	0.71834	0.021238	0.194502	B
0.598813	0.866527	0.786178	0.030451	0.162318	B
0.608168	0.832825	0.676467	0.013302	0.273968	A
0.494419	0.832323	0.774596	0.010693	0.418784	B
0.103362	0	0.045437	0.034183	0.303193	A
0.758565	0.780598	0.875652	1	0.142455	B
0.654945	0.854694	0.755632	0.022309	0.225492	B
0.39209	0.726197	0.619448	0.094445	0.283928	A
0.461965	0.776918	0.73425	0.01067	0.045389	B
0.470676	0.741083	0.385771	0.017742	0.325645	A
0.586554	0.854234	0.600993	0.008897	0.239706	A
0.671979	0.626971	0.876543	0.014402	0.258075	A
0.568295	0.761656	0.60812	0.001863	0.102942	B
0.488999	0.783692	0.812906	0.008827	0.225677	B
0.423769	0.826594	0.604302	0.007951	0.310791	A
0.659978	1	0.999745	0.156598	0.22515	B
